Index,Text
Lecture11_Chunk117,"of algorithms. What I want you to see here is that you ought to be able to begin to reason
about what's the cost of an algorithm by recognizing those common patterns. I keep saying it,
but it's going to be really valuable to you.
And you should be able to therefore work the other direction. When you're given a new
problem, how do I get this into a linear algorithm if I can? Log-linear, if I can, would be really"
Lecture11_Chunk118,"problem, how do I get this into a linear algorithm if I can? Log-linear, if I can, would be really
great. But you know, if I can't, how do I stay away from exponential algorithms? And finally,
what we're going to show later on is that, in fact, there are some problems that, as far as we
know, are fundamentally exponential. And they're expensive to compute.
The very last thing is, you might have decided I was cheating in a different way. So I'm using a"
Lecture11_Chunk119,"The very last thing is, you might have decided I was cheating in a different way. So I'm using a
set of built-in Python functions. I'm not going to go through all of these. But this is just a list, for
example, for lists, of what the complexity of those built-in functions are. And if you look through
the list, they kind of make sense.
Indexing, you can go straight to that point. Computing the length, you compute it once, you've"
Lecture11_Chunk120,"Indexing, you can go straight to that point. Computing the length, you compute it once, you've
stored it. Comparison-- order n, because I've got to compare all the elements of the list.
Similarly, to remove something from the list, I've got to find where it is in the list and remove it.
Worst case, that's going to be order n. So you can see that these operations are typically
linear in the size of a list. These are constant."
Lecture11_Chunk121,"linear in the size of a list. These are constant.
For dictionaries, remember, dictionaries were this nice thing. They weren't ordered. It gave me
a power in terms of storing them. But as a consequence, some of the costs then go up.
For a list, indexing, going to a particular point, I just go to that spot and retrieve it. Indexing into
a dictionary, I have to find that point in the dictionary that has the key and get the value back."
Lecture11_Chunk122,"a dictionary, I have to find that point in the dictionary that has the key and get the value back.
So that's going to be linear, because I have to, in principle, walk all the way down it.
It's a slight misstatement, as we'll see later on. A dictionary actually uses a clever indexing
scheme called a hash. But in the worst case, this is going to be linear. So you see a trade-off.
For dictionaries, I get more power. I get more flexibility. But it comes as a cost."
Lecture11_Chunk123,"For dictionaries, I get more power. I get more flexibility. But it comes as a cost.
And so these, basically, are what let me reason on top of the things I've been doing to figure
out complexity. And next time, we'll do the last piece of this when we look at sorting. So we'll
see you all on Wednesday."
Lecture12_Chunk1,"MITOCW | watch?v=6LOwPhPDwVc
The following content is provided under a Creative Commons license.
Your support will help MIT OpenCourseWare continue to offer high
quality educational resources for free. To make a donation or view
additional materials from hundreds of MIT courses, visit MIT
OpenCourseWare at ocw.mit.edu.
PROFESSOR:
So, for the last two lectures we've been talking about analyzing
algorithms, complexity, orders of growth. How do we estimate the cost of"
Lecture12_Chunk2,"algorithms, complexity, orders of growth. How do we estimate the cost of
an algorithm as the size of the input grows? And as I've said several
times, I'll say at least once more, how do we also turn it the other
direction? How do we use thoughts about choices of pieces of algorithm
in terms of implications on the cost it's going to take us to compute?
We saw last time a set of examples-- constant algorithms, linear
algorithms, logarithmic algorithms, linear algorithms, quadratic"
Lecture12_Chunk3,"algorithms, logarithmic algorithms, linear algorithms, quadratic
algorithms, exponential algorithms. Today, what I'm going to do is fill in
one more piece, a log linear algorithm-- something that's really a nice
kind of algorithm to have-- and use it to talk about one last class of
algorithms that are really valuable, and those are searching and sorting
algorithms.
So a search algorithm. Kind of an obvious statement. You use them all"
Lecture12_Chunk4,"algorithms.
So a search algorithm. Kind of an obvious statement. You use them all
the time when you go to Google or Bing or whatever your favorite
search mechanism on the web is. It's just a way to find an item or a
group of items from a collection. If you think about it, that collection
could be either implicit or explicit. So way back at the beginning of the
term, we saw an example of a search algorithm when you were looking"
Lecture12_Chunk5,"term, we saw an example of a search algorithm when you were looking
for square roots. And we saw simple things like exhaustive enumeration.
We'd go through all the possibilities. We saw our first version of bisection
search there, where you would do approximations. Newton-Raphson--
these are all examples of a search algorithm where the collection is
implicit. So all the numbers between some point that some other point.
More common is a search algorithm where the collection is explicit. I"
Lecture12_Chunk6,"More common is a search algorithm where the collection is explicit. I
don't know. For example, I've got all the data records of students and I
want to know how do I find a particular student, so I can record that A
plus that everybody in this room is going to get next Tuesday on that
exam? That's not a promise. Sorry. But we'll work on it. So could do it
implicit, could do it explicit. Today I want to focus on doing search"
Lecture12_Chunk7,"implicit, could do it explicit. Today I want to focus on doing search
explicitly. And it could be on different kinds of collections, but I'm going
to focus-- just as an example-- on search over lists. And to make it a
little easier, let's just do search over lists of numbers. But it could
obviously be other kinds of elements.
Now you've already seen some of this, right? We did search where we
said, we can do linear search. Brute force. Just walk down the list"
Lecture12_Chunk8,"said, we can do linear search. Brute force. Just walk down the list
looking at everything till we either find the thing we're looking for or we
get to the end of the list. Sometimes also called British Museum
algorithm or exhaustive enumeration. I go through everything in the list.
Nice news is, the list doesn't have to be sorted. It could be just in
arbitrary order. What we saw is that the expected-- sorry, not expected.
The worst case behavior is linear. In the worst case, the element's not in"
Lecture12_Chunk9,"The worst case behavior is linear. In the worst case, the element's not in
the list. I got to look at everything. So it's going to be linear in terms of
complexity.
And then we looked at bisection search, where we said the list needs to
be sorted. But if it is, we can actually be much more efficient because we
can take advantage of the sorting to cut down the size of the problem.
And I'll remind you about both of those. There was our simple little linear"
Lecture12_Chunk10,"And I'll remind you about both of those. There was our simple little linear
search. Right? Set a flag that says, I haven't yet found it. And then just
loop over the indices into the list. I could have also just looped directly
over the list itself, checking to see if the ith member of the list is the thing
I'm looking for. If it is, change the flag to true so that when I come out of
all of this I'll return the flag-- either false because it was set that way
initially or true because I found it."
Lecture12_Chunk11,"initially or true because I found it.
And of course what we knew is we have to look at everything to see if it's
there or not. I could speed this up by just returning true at this point.
While that would improve the average case, doesn't improve the worst
case. And that's the thing we usually are concerned about, because in
the worst case I've got to go through everything. And just to remind you,
we said this is order length of the list. To go around this part-- the loop"
Lecture12_Chunk12,"we said this is order length of the list. To go around this part-- the loop
right here-- and inside the loop, it's constant work. I'm doing the same
number of things each time. That's order n times order 1. And by our
rules, that's just order n. So it's linear in the size of the problem.
OK. We said we could do it on sorted lists. But just again, we'll walk
down the list. Again, here I could loop over everything in the list,"
Lecture12_Chunk13,"down the list. Again, here I could loop over everything in the list,
checking to see if it's the thing I want. Return true. And if I ever get to a
point where the element of the list is bigger than the thing I'm looking
for, I know it can't be in the rest of the list because all the things to the
right are bigger yet. I could just Return false and drop out. In terms of
average behavior, this is better because it's going to stop as soon as it"
Lecture12_Chunk14,"average behavior, this is better because it's going to stop as soon as it
gets to a point where it can rule everything else out. But in terms of
complexity, it's still order n. Because I still on average have-- not
average. In the worst case, I'm still going to be looking n times through
the loop before I get to a point where I can decide to bail out of it. So
order n.
And then finally-- last piece of recap-- bisection search. Repeat again."
Lecture12_Chunk15,"order n.
And then finally-- last piece of recap-- bisection search. Repeat again.
The idea here is, take the midpoint of the list. Look at that element. If it's
the thing I'm looking for, great. I just won the lottery. If it isn't, decide is
the thing I'm looking for bigger or less than that middle point. If it's
bigger than that, I only use the upper half of the list. If it's less than that,
I only use the lower half of the list. And the characteristic here was, at"
Lecture12_Chunk16,"I only use the lower half of the list. And the characteristic here was, at
each step, I'm reducing the size of the problem in half. I'm throwing
away half of the remaining list at each step.
And I'll just remind you of that code. I know it's a lot here, but just to
remind you. It said, down here if I've got an empty list, it can't be there.
I'm going to Return false. Otherwise call this little helper function with the
list, the thing for which I'm searching, and the beginning and end point"
Lecture12_Chunk17,"list, the thing for which I'm searching, and the beginning and end point
indices into the list. Initially the start and the very end. And this code up
here basically says, if those two numbers are the same I'm down to a list
of one. Just check to see if it's the thing I'm looking for. Otherwise, pick
something halfway in between. And ignore this case for the moment.
Basically then check to see, is the thing at that point bigger than e? In"
Lecture12_Chunk18,"Basically then check to see, is the thing at that point bigger than e? In
which case, I'm in general going to call this only with from the low point
to the midpoint. Otherwise I'm going to call this with the midpoint to high.
And that was just this idea of, keep cutting down in half the size of the
list.
Last piece of the recap-- the thing we wanted you to see here-- is there
are the two recursive calls. I'm only going to do one because I'm making"
Lecture12_Chunk19,"are the two recursive calls. I'm only going to do one because I'm making
a decision. At each step, I'm cutting down the problem by half. And that
says the number of steps, the number of times I'm going to iterate
through here, will be log in the length of the list. And if that still doesn't
make sense to you, it says, I need to know when 1 over 2 to the k--
where k is the number of steps-- is equal to 1. Because in each step, I'm"
Lecture12_Chunk20,"where k is the number of steps-- is equal to 1. Because in each step, I'm
reducing by half. And that's when k is log base 2 of n. So that's why it's
log linear.
And so this just reminds you. Again, that recap. Number of calls
reduced-- or, sorry. The call gets reduced by a factor or two each time.
I'm going to have a log n work going around it. And inside it's a constant
amount of work because I'm just passing the pointers, I'm not actually
copying the list. And that's a nice state to be."
Lecture12_Chunk21,"copying the list. And that's a nice state to be.
OK, so-- sounds good. Could just use linear search. It's going to be
linear. When you use binary search or bisection search, we can do it in
log time. That's great. We assumed the list was sorted, but all right. So
that lens basically says, OK. So when does it make sense to sort the list
and then do the search? Right? Because if I can sort the list cheaply,
then the search is going to be logarithmic. That's really what I would like."
Lecture12_Chunk22,"then the search is going to be logarithmic. That's really what I would like.
This little expression basically says, let's let sort be the cost of sorting
the list. I want to know when that cost plus something that's order log n--
which is what it's going to cost me to do this search. When is that less
than something that's order n? Because then it's going to be better to do
the sort first than do the search. And so I can just rearrange it. It needs"
Lecture12_Chunk23,"the sort first than do the search. And so I can just rearrange it. It needs
to be, when does the cost of sorting-- when is it last than this
expression? Which basically says, when is sorting going to be less
expensive than the linear cost?
Crud. Actually, good news for you, right? This is a really short lecture.
Because it says it's never true. Ouch. Don't worry. We've got more to go
on the lecture. The reason it can't be true-- if you think about it just"
Lecture12_Chunk24,"on the lecture. The reason it can't be true-- if you think about it just
informally-- is, if I've got a collection of n elements and I want to sort it,
I've got to look at each one of those elements at least once. Right? I
have to look at them to decide where they go. Oh, that's n elements. So
sorting must be at least order n, because I got to look at everything. And
in fact as it says there, I'm going to have to use at least linear time to do
the sort."
Lecture12_Chunk25,"in fact as it says there, I'm going to have to use at least linear time to do
the sort.
Sounds like we're stuck, but we're not. And the reason is, often when I
want to search something I'm going to do multiple searches, but I may
only want to sort the list once. In fact, I probably only want to sort the list
once. So in that case, I'm spreading out the cost. I'm amortizing the
expense of the sort.
And now what I want to know is, if I'm going to do k searches, the cost of"
Lecture12_Chunk26,"expense of the sort.
And now what I want to know is, if I'm going to do k searches, the cost of
those k searches I know is going to be k log n-- because it's log to do
the search. And I simply need to know, is the cost of sorting plus this--
can I have something where it's less than k searches just using linear
search? And the answer is, yes. There are going to be, for large k's,
ways in which we can do the sort where the sort time becomes"
Lecture12_Chunk27,"ways in which we can do the sort where the sort time becomes
irrelevant, that the cost is really dominated by this search.
And so what I want to do now is look at-- all right. How could we do the
sort reasonably efficiently? It's going to have to be at least linear. We're
going to see it's going to be a little more than linear. But if I could do it
reasonably, I'm going to be in good shape here. So what I want to do is
show you a number of ways in which we can do sorting-- take a list of"
Lecture12_Chunk28,"show you a number of ways in which we can do sorting-- take a list of
elements and sort them from, in this case, smaller to higher or
increasing order. So here's my goal. I want to efficiently sort a list. I want
to see if we can do this as efficiently as possible.
I'm going to start, you might say, with a humorous version of sort. You're
all convinced that my humor is non-existent. You're right. But it sets the
stage for it. This is a sort. You can look it up. It's called monkey sort,"
Lecture12_Chunk29,"stage for it. This is a sort. You can look it up. It's called monkey sort,
BOGO sort, stupid sort, slow sort, permutation sort, shotgun sort. And
here's how it works. Anna has nicely given me a set of numbers on
cards here. Here's how you do BOGO sort. I got to do that better. I got
to spread them out randomly, like this. Oh good. I'm going to have to--
sorry, Tom. I'm not walking. And now I pick them up, saying, is that less"
Lecture12_Chunk30,"sorry, Tom. I'm not walking. And now I pick them up, saying, is that less
than this? Which is less than-- oh, crud. They're not sorted. All right. I
pick them all up and I do it again. A little brain damage, right?
Now it's intended to get your attention. I did. I heard a couple of
chuckles. Those are A students, by the way. I heard a couple of
chuckles here. We could actually do this exhaustively. Basically it's
called permutation sort because you could search through all possible"
Lecture12_Chunk31,"called permutation sort because you could search through all possible
permutations to see if you find something that's sorted. That, by the
way-- the complexity of that is something like n factorial, which for large
n is n to the nth power. And if n's anything bigger than about 2, don't do
it. Right? But it would be a way to think about doing this.
All right. Now, having caught the humorous version of this, how could we
do this a little bit better? Oh sorry. I should say, what's the complexity?"
Lecture12_Chunk32,"do this a little bit better? Oh sorry. I should say, what's the complexity?
There's a nice crisp definition of BOGO sort. Its best case is order n,
because I just need to check it's sorted. Its average case is n factorial
and its worst case, if I'm just doing it randomly, is God knows. Because I
could be doing it here forever. So we're going to move on.
Here's a second way to do it called bubble sort. I'm going to do this with"
Lecture12_Chunk33,"Here's a second way to do it called bubble sort. I'm going to do this with
a small version of this. I'm going to put out a set. I'll turn these up so you
can see them in a second. The idea of bubble sort is, I'm going to start
at-- I'm going to call this the front end of the list. And I'm going to walk
down, comparing elements pairwise. And I'm always going to move the
larger one over. So I start here and I say, 1 is less than 11. I'm OK. 11's"
Lecture12_Chunk34,"larger one over. So I start here and I say, 1 is less than 11. I'm OK. 11's
bigger than five. I'm going to bubble that up. 11's bigger than 6. I'm
going to bubble that up. 11's bigger than 2. I've basically bubbled 11 to
the end.
Now I go back here. I say, 1 is less than 5. That's good. 5 is less than 6.
That's good. Ah, 6 is bigger than 2. Bubble that. 6 is less than 11. You
get the idea-- comparison, comparison, and swap. Comparison,"
Lecture12_Chunk35,"get the idea-- comparison, comparison, and swap. Comparison,
comparison. And now if I go back to this part and do it, you'll notice
that's in the right order. That's in the right order. That's in the right order.
That's in the right order. I'm done. Small round of applause, please. I
was able to sort five elements. Thank you.
The little video is showing the same thing. You can see the idea here.
It's called bubble sort because you're literally bubbling things up to the"
Lecture12_Chunk36,"It's called bubble sort because you're literally bubbling things up to the
end of the list. It's pretty simple to do. You're just swapping pairs. And as
you saw, when I get to the end of the list I go back and do it until I have
a pass where I go all the way through the list and I don't do any swaps.
And in that case I know I'm done because everything's in order, and I
can stop. One of the properties of it is that the largest unsorted element"
Lecture12_Chunk37,"can stop. One of the properties of it is that the largest unsorted element
is always at the end after the pass. In other words, after the first one I
know that the largest element's at the end. After the second one, the
largest thing left is going to be in the next place. And that tells me,
among other things, that this is going to take no more than n times
through the list to succeed. It might actually take fewer than that."
Lecture12_Chunk38,"through the list to succeed. It might actually take fewer than that.
OK. Again let's look at some code for it. Let's look at its complexity and
let's actually run this. So here is a little simple version of bubble sort. I'm
going to set a flag up here. I'm going to call its swap initially to false.
That's going to let me tell when I'm done, when I've gone through
everything in the list without doing a swap. And then I'm going to loop."
Lecture12_Chunk39,"everything in the list without doing a swap. And then I'm going to loop.
As long as swap is false-- so the first time through it's going to do that
loop. I set swap initially to true, and notice what I then do. I let j range
from 1 up to the length of the list, and I look at the jth element and the
previous element. If the previous element is bigger, I'm going to flip
them. Right there. And that's just doing that swap, what I just did down
here."
Lecture12_Chunk40,"them. Right there. And that's just doing that swap, what I just did down
here.
And if that's the case, I'm going to set the flag to false. Which says, I've
done at least one bubble as part of this. Which means when I come out
of here and go back around to the loop, it's going to do it again. And it
will do it until all of this succeeds without this ever being true, in which
case that's true, which makes that false. And it will drop out. OK?"
Lecture12_Chunk41,"case that's true, which makes that false. And it will drop out. OK?
Let's look at an example of this running. It's just to give you a sense of
that, assuming I can find the right place here. So there is, again, a
version of bubble sort on the side. And I'm going to bring this down to
the bottom I've got a little test list there. And I've put a print statement in
it. So you can see each time through the loop, what's the form of the list"
Lecture12_Chunk42,"it. So you can see each time through the loop, what's the form of the list
as it starts. And assuming I've done this right-- here you go.
There's the list the first time through. Notice after one pass, 25's at the
end of the list-- the biggest element. Exactly what I like. But you can also
see a few other things have flipped. Right? Right in there, there have
been some other swaps as it bubbled through. And in fact, you can see"
Lecture12_Chunk43,"been some other swaps as it bubbled through. And in fact, you can see
it's-- well, you can see that idea. You can see 25 moving through. Notice
on the next step, a whole bunch of the list is actually in the right order.
It's just because I got lucky. All I can guarantee is that the second
largest element is the second from the end of the list. But you can see
here. Even though the list is, I think, nine long, it only took us four"
Lecture12_Chunk44,"here. Even though the list is, I think, nine long, it only took us four
passes through. So this is nice. It says, at most, n times through the list.
And at the end, we actually get out something that's in the right form.
OK. So let's go back to this and basically say, what's the complexity?
Well that's length n, right? Has to be. I'm going through the entire list.
And inside of there is just constant work. Four operations. I'm doing a"
Lecture12_Chunk45,"And inside of there is just constant work. Four operations. I'm doing a
test. Sorry, five. I'm doing a test. And then depending whether that test
is true or not, I'm setting a flag and doing some movement of things
around. But it's just constant. I don't care about the five. And there, how
many times do I go around the loop? In the worst case, n. All I can
guarantee is, after the first pass the biggest thing is here. After the"
Lecture12_Chunk46,"guarantee is, after the first pass the biggest thing is here. After the
second pass, the second biggest thing is there. After the third pass-- you
get the idea.
So I've got order and things inside the loop, and I'm doing that loop n
times. And I hope that looks familiar. We've talked about this. Right?
This is nested loops. What's this? Quadratic. So it's order n squared,
where n is the length of the list. Now as you also saw, on average, it"
Lecture12_Chunk47,"where n is the length of the list. Now as you also saw, on average, it
could be less than that. But it's going to be order n squared.
OK. That's one possibility. Here's a second nice, simple, sort algorithm.
It's called selection sort. You can kind of think of this as going the other
way. Not completely, but going the other way. And when I say going the
other way, the idea here is that I'm going to find the smallest element in"
Lecture12_Chunk48,"other way, the idea here is that I'm going to find the smallest element in
the list. And I'm going to stick it at the front of the list when I'm done, and
simply swap that place with whatever was there. Flip them. I might do a
few other flips along the way, depending how I implement this.
Next, pass. I'm just going to look at everything but the first element,
because I know that one's done. I'm going to do the same thing. Find"
Lecture12_Chunk49,"because I know that one's done. I'm going to do the same thing. Find
the smallest element remaining in the list, put it in the second spot, and
keep doing that. What I know is, if I implement this correctly, after i steps
the first i elements of the list will be sorted. And everything in the rest of
the list has to be bigger than the largest thing in the first part of the list.
OK. So we could build that. Before we do it, I'm going to show you a little"
Lecture12_Chunk50,"OK. So we could build that. Before we do it, I'm going to show you a little
video starring Professor Guttag. This is his cameo performance here.
But I want to just show you an example of this using not numbers, but
people.
[VIDEO PLAYBACK]
- All right. So now we're going to do
selection sort. The idea here is that each
step we're going to select the shortest
person and put them next in line of the
sorted group. So we'll bring the leftmost
person forward, and we will compare her"
Lecture12_Chunk51,"sorted group. So we'll bring the leftmost
person forward, and we will compare her
to everybody else. So one at a time, step
forward. You're still the winner. You go
back. Please step forward.
PROFESSOR:
And watch the number of comparisons that go on, by the way. We're
going to come back to that.
- Next. Still the winner. Next. Ah. A new
winner. All right. So you can take her
place.
PROFESSOR:
So here, we're choosing to actually insert into the spot in the Line We"
Lecture12_Chunk52,"place.
PROFESSOR:
So here, we're choosing to actually insert into the spot in the Line We
could have put her back at the front, but either one will work.
- Now we'll compare. Same old winner.
Same winner. No change. It's getting kind
of boring. Don't fall, that-- same winner.
Please.
PROFESSOR:
This is a tough one.
- Oh. Close, but I think you're still shorter.
All right. Next. No change, which means
you are the first in line. Congratulations.
PROFESSOR:"
Lecture12_Chunk53,"All right. Next. No change, which means
you are the first in line. Congratulations.
PROFESSOR:
So, smallest element now going to be the first slot.
- Now you step forward, and we'll
compare you.
PROFESSOR:
I would invite you to watch the left hand of the list. Notice how it is slowly
building up at each stage to have that portion sorted. And we
deliberately admit students to be of different heights, so John can do this
demo.
- You are the winner. Take your place in"
Lecture12_Chunk54,"demo.
- You are the winner. Take your place in
line. Next. It's you. And once again, we
have a lovely group of students sorted in
height order.
[END PLAYBACK]
[APPLAUSE]
PROFESSOR:
And check out-- I want you to remember number of comparisons-- 55.
Not that the [INAUDIBLE], but I want you to see a comparison as we go
on in a second.
So again, selection sort. This is this idea of, find the smallest element.
Put it at the front. I might do a little number of flips, as you can see, here"
Lecture12_Chunk55,"Put it at the front. I might do a little number of flips, as you can see, here
along the way. But this is the same animation of that. So let's first of all
convince ourselves it will do the right thing, and then look at some code,
and then run the code.
So to convince ourselves that this is going to do the right thing, we could
talk about something that we often refer to as a loop invariant. We're
going to write a loop, but we're going to walk through this. And the"
Lecture12_Chunk56,"going to write a loop, but we're going to walk through this. And the
invariant here-- and we want to just demonstrate if it's true at the
beginning and it's true at each step. Therefore, by induction as we did
earlier, I can conclude it's true always. Is that if I'm given the prefix or
the first part of a list from 0 up to i, and a suffix or a second part of the
list from i plus 1 up to the end of the overall list-- given that, then I want"
Lecture12_Chunk57,"list from i plus 1 up to the end of the overall list-- given that, then I want
to assert that the invariant is that the prefix is sorted and no element of
the prefix is larger than the smallest element of the suffix. Just what I
said earlier. It says, at any stage here-- if this is the amount of sort I've
done so far-- I can guarantee, I'm going to claim, this will be sorted. And
everything here is bigger than that thing there."
Lecture12_Chunk58,"everything here is bigger than that thing there.
How do I prove it? Well the base case is really easy. In the base case,
the prefix is empty. I don't have anything, so it's obviously sorted. And
everything in the suffix is bigger than anything in the prefix. So I'm fine.
And then I just want to say, as long as I write my code so that this step is
true, then I'm going to move the smallest element from the suffix-- the
second part of the list-- to the end of the prefix. Since the prefix was"
Lecture12_Chunk59,"second part of the list-- to the end of the prefix. Since the prefix was
sorted, this is now sorted. And everything in the suffix is still going to be
bigger than everything in the prefix. And as a consequence, by
induction, this is going to give me something that says it's always going
to be correct.
So here's code that would do that. Here. I'm just going to set a little thing
called the start of suffix, or soft start. Initially it's going to point to the"
Lecture12_Chunk60,"called the start of suffix, or soft start. Initially it's going to point to the
beginning of the list. And then I'm going to run a loop. And as long as I
still have things to search in the list, that that pointer doesn't point to the
end of the list, what am I going to do? I'm going to loop over everything
from that point to the end of the list, comparing it to the thing at that
point. If it's less than, I'm going to do a swap because I wanted to move"
Lecture12_Chunk61,"point. If it's less than, I'm going to do a swap because I wanted to move
it up. And you can see, by the time I get through this loop I will have
found the smallest element in the remainder of the list. And I would have
put it at that spot, whatever suffix start points to.
And when I've done all of that, I just change this by one. Having found
the smallest element, I've stuck it at spot zero. I'll do the same thing.
Having found the next smallest element, I know it's at point one. And I'll"
Lecture12_Chunk62,"Having found the next smallest element, I know it's at point one. And I'll
just continue around. One of the things you can see here is, as opposed
to bubble sort, this one is going to take n times around the loop because
I'm only moving this pointer by one So it starts at 0, and then 1, and then
2, all the way up to n minus 1.
You can also see in this particular implementation, while I'm certainly
ensuring that the smallest element goes into that spot, I may do a few"
Lecture12_Chunk63,"ensuring that the smallest element goes into that spot, I may do a few
other flips along the way. I'm going to find something I think is the
smallest element, put it there and put that element here. And then when
I find another smaller element, I may do that flip. I could have
implemented this where I literally search for the smallest element and
only move that. Doesn't make any difference in terms of the complexity.
All right. What's the complexity here? Already said this part. I will loop n"
Lecture12_Chunk64,"All right. What's the complexity here? Already said this part. I will loop n
times, because I start at 0 and then 1. You get the idea. Inside of the
loop I'm going to walk down the remainder of the list, which is initially n.
And then n minus 1, and then n minus 2 times. But we've seen that
before as well. While they get shorter, that complexity is still quadratic.
Order n times going through this process. Within the process, order n"
Lecture12_Chunk65,"Order n times going through this process. Within the process, order n
things that I have to compare. And yes, n gets smaller. But we know that
that n term, if you like to dominate. So again, this is quadratic.
OK. Before you believe that all sorting algorithms are quadratic, I want to
show you the last one, the one that actually is one of the-- I think-- the
prettiest algorithms around, and a great example of a more efficient
algorithm. It's called merge sort. Merge sort takes an approach we've"
Lecture12_Chunk66,"algorithm. It's called merge sort. Merge sort takes an approach we've
seen before. We talked about divide and conquer. Break the problem
down into smaller versions of the same problem. And once you've got
those solutions, bring the answer back together. For merge sort, that's
pretty easy. It says, if I've got a list of 0 or 1 elements, it's sorted. Duh.
OK. If I got a list of more than 1 element, here's my trick. I'm going to"
Lecture12_Chunk67,"OK. If I got a list of more than 1 element, here's my trick. I'm going to
split it into two lists. I'm going to sort them. And when I'm done, I'm just
going to merge those two lists into one list. And the merge is easy.
Because if I've got two lists that are sorted, I just need to look at the first
element of each, take the one that's smaller. Add it to my result. And
keep doing that until one of the lists is empty. And then just copy the"
Lecture12_Chunk68,"keep doing that until one of the lists is empty. And then just copy the
remainder of the other list. You can probably already get a sense of
what the cost is going to be here, because this is cutting the problem in
half.
Now I've got two pieces. So I need to think about both of them. I want to
give you a couple of visualizations of this. Here's the first one. It says,
basically, I've got a big unsorted list. I'm going to split it. And I'm going to"
Lecture12_Chunk69,"basically, I've got a big unsorted list. I'm going to split it. And I'm going to
split it. And I'm going to split it. Until I get down to just lists that are either
0 or 1, which by definition are sorted. And once I'm at that level, then I
just have to merge them into a sorted list and then merge them pairwise
into a sorted list. And you get the idea.
So it's divide and conquer. The divide is dividing it up into smaller
pieces. The conquer is merging them back together. And we have"
Lecture12_Chunk70,"pieces. The conquer is merging them back together. And we have
Professor Guttag back for an encore, together with his students. So let's
show you an example of merge sort.
[VIDEO PLAYBACK]
- So we're about to demonstrate merge
sort. And we're going to sort this rather
motley collection of MIT students by
height. So the first thing we need to do is,
we're going to ask everyone to split into a
group of two. So you split a little bit. You
two are together. You two are together."
Lecture12_Chunk71,"group of two. So you split a little bit. You
two are together. You two are together.
You two are together. You two are
together. And you are all by yourself. I'm
sorry.
PROFESSOR:
Poor Anna.
- All right. So now let's take the first
group. Take a step down. And what we
do is, we sort this group by height, with
the shortest on the left. And look at this.
We don't have to do anything. Thank you.
Feel free to go back up. We then sort the
next pair. Please. And it looks to me like"
Lecture12_Chunk72,"Feel free to go back up. We then sort the
next pair. Please. And it looks to me like
we need to switch. All right. Take a step
back. Ladies-- OK. Ladies, gentlemen--
also OK. And again, OK.
PROFESSOR:
Notice each subgroup is now sorted. Which is great.
- And I think you're in the correct order.
Now what we do is, we take these groups
and merge the groups. So let's have
these two-- going to sort these groups,
have them step forward. And now what
we're doing is, we're doing a merge of"
Lecture12_Chunk73,"have them step forward. And now what
we're doing is, we're doing a merge of
the two sorted groups. So we start by
merging them. We'll take the leftmost
person in this group and compare her to
the first person in this group, and decide.
She's still the shortest. Take a step back.
Now we're going to look at you and say,
you're actually taller than this fellow. So
you now step up there. And we're good
here. Both of you take a step back."
Lecture12_Chunk74,"you now step up there. And we're good
here. Both of you take a step back.
Now we'll take these two groups and follow the same procedure. We'll
merge them. Let's see. We'll compare you-- the first person in this group
to the first person in this group. Now it's a little tricky. So let's see, the
two of you compare. Let's see, back to back. We have a winner. Step
back. And now we need to compare the shortest person in this group to"
Lecture12_Chunk75,"back. And now we need to compare the shortest person in this group to
the shortest person in this group. We have a winner. It's you. I'm sorry.
And now we just-- we're OK. Please step back.
Now we'll have these two groups come forward. We'll compare the
shortest person in this group to the shortest person in that group. I
actually need you guys to get back to back here. You are the winner.
And it's pretty clear that the shortest person in this group is shorter than"
Lecture12_Chunk76,"And it's pretty clear that the shortest person in this group is shorter than
the shortest person in that group. So you go there and you step back.
PROFESSOR:
Notice the groups. Now all sorted.
- And now we repeat the same process.
PROFESSOR:
And notice how the whole subgroup now goes up once we know that
one group is empty.
- And you can see that we have a group
of students sorted in order by height.
[END PLAYBACK]
[APPLAUSE]
PROFESSOR:"
Lecture12_Chunk77,"of students sorted in order by height.
[END PLAYBACK]
[APPLAUSE]
PROFESSOR:
Remember the first number, right? 55, 28. Now it's just numbers but you
can see the expectation is, this is going to take less time. And it certainly
did there. So again just to demo another way visually. I'm sorting-- sorry.
did there. So again just to demo another way visually. I'm sorting-- sorry.
I am splitting down until I get small things, and then just merging them"
Lecture12_Chunk78,"I am splitting down until I get small things, and then just merging them
up. I may have to do multiple passes through here, but it's going to be
hopefully faster than the other methods we looked at.
I'm going to show you code in a second, and then we're going to run it
just to see it. But let me stress one more time just the idea of merging.
You can see the idea. I keep splitting down till I got something small
enough. And I want to merge them back. The idea of merging-- you've"
Lecture12_Chunk79,"enough. And I want to merge them back. The idea of merging-- you've
seen it from Professor Guttag. But I just want to highlight why this is
going to be efficient. If I've got two lists: list 1 and list 2, the things left
there. Process is very simple. I pull out the smallest element of each. I
compare them. And I simply put the smallest one into the result, move
on in that first list. So the 1 disappears from that left list. And now again I"
